edition,sport,event,athlete_id
1928 Winter Olympics,Skeleton,"Skeleton, Men",86530
1948 Winter Olympics,Skeleton,"Skeleton, Men",84107
2002 Winter Olympics,Skeleton,"Skeleton, Men",101695
2002 Winter Olympics,Skeleton,"Skeleton, Women",101682
2006 Winter Olympics,Skeleton,"Skeleton, Men",101704
2006 Winter Olympics,Skeleton,"Skeleton, Women",101686
1964 Winter Olympics,Luge,"Singles, Men",88773
1964 Winter Olympics,Luge,"Doubles, Open",85662
1964 Winter Olympics,Luge,"Singles, Women",81022
1968 Winter Olympics,Luge,"Singles, Men",97276
1968 Winter Olympics,Luge,"Doubles, Open",84251
1968 Winter Olympics,Luge,"Singles, Women",80566
1972 Winter Olympics,Luge,"Singles, Men",97227
1972 Winter Olympics,Luge,"Doubles, Open",87300
1972 Winter Olympics,Luge,"Doubles, Open",86640
1972 Winter Olympics,Luge,"Singles, Women",81894
1976 Winter Olympics,Luge,"Singles, Men",86336
1976 Winter Olympics,Luge,"Doubles, Open",96868
1976 Winter Olympics,Luge,"Singles, Women",82313
1980 Winter Olympics,Luge,"Singles, Men",86094
1980 Winter Olympics,Luge,"Doubles, Open",86377
1980 Winter Olympics,Luge,"Singles, Women",83126
1984 Winter Olympics,Luge,"Singles, Men",86640
1984 Winter Olympics,Luge,"Doubles, Open",97764
1984 Winter Olympics,Luge,"Singles, Women",81767
1988 Winter Olympics,Luge,"Singles, Men",95671
1988 Winter Olympics,Luge,"Doubles, Open",96437
1988 Winter Olympics,Luge,"Singles, Women",81767
1992 Winter Olympics,Luge,"Singles, Men",86358
1992 Winter Olympics,Luge,"Doubles, Open",88609
1992 Winter Olympics,Luge,"Singles, Women",81930
1994 Winter Olympics,Luge,"Singles, Men",86358
1994 Winter Olympics,Luge,"Doubles, Open",87212
1994 Winter Olympics,Luge,"Singles, Women",83024
1998 Winter Olympics,Luge,"Singles, Men",86358
1998 Winter Olympics,Luge,"Doubles, Open",88609
1998 Winter Olympics,Luge,"Singles, Women",100507
2002 Winter Olympics,Luge,"Singles, Men",99296
2002 Winter Olympics,Luge,"Doubles, Open",101507
2002 Winter Olympics,Luge,"Singles, Women",82005
2006 Winter Olympics,Luge,"Singles, Men",99296
2006 Winter Olympics,Luge,"Doubles, Open",101513
2006 Winter Olympics,Luge,"Singles, Women",82005
1924 Winter Olympics,Bobsleigh,"Four/Five, Men",97269
1928 Winter Olympics,Bobsleigh,"Four/Five, Men",95211
1932 Winter Olympics,Bobsleigh,"Two, Men",97837
1932 Winter Olympics,Bobsleigh,"Four, Men",95948
1936 Winter Olympics,Bobsleigh,"Two, Men",84402
1936 Winter Olympics,Bobsleigh,"Four, Men",84297
1948 Winter Olympics,Bobsleigh,"Two, Men",98794
1948 Winter Olympics,Bobsleigh,"Four, Men",84964
1952 Winter Olympics,Bobsleigh,"Two, Men",96104
1952 Winter Olympics,Bobsleigh,"Four, Men",88691
1956 Winter Olympics,Bobsleigh,"Two, Men",84854
1956 Winter Olympics,Bobsleigh,"Four, Men",83648
1964 Winter Olympics,Bobsleigh,"Two, Men",85226
1964 Winter Olympics,Bobsleigh,"Four, Men",87975
1968 Winter Olympics,Bobsleigh,"Two, Men",85073
1968 Winter Olympics,Bobsleigh,"Four, Men",99167
1972 Winter Olympics,Bobsleigh,"Two, Men",99238
1972 Winter Olympics,Bobsleigh,"Four, Men",75825
1976 Winter Olympics,Bobsleigh,"Two, Men",95777
1976 Winter Olympics,Bobsleigh,"Four, Men",83771
1980 Winter Olympics,Bobsleigh,"Two, Men",97370
1980 Winter Olympics,Bobsleigh,"Four, Men",95658
1984 Winter Olympics,Bobsleigh,"Two, Men",87147
1984 Winter Olympics,Bobsleigh,"Four, Men",98918
1988 Winter Olympics,Bobsleigh,"Two, Men",88592
1988 Winter Olympics,Bobsleigh,"Four, Men",97863
1992 Winter Olympics,Bobsleigh,"Two, Men",98854
1992 Winter Olympics,Bobsleigh,"Four, Men",83670
1994 Winter Olympics,Bobsleigh,"Two, Men",83158
1994 Winter Olympics,Bobsleigh,"Four, Men",98068
1998 Winter Olympics,Bobsleigh,"Two, Men",87207
1998 Winter Olympics,Bobsleigh,"Two, Men",92016
1998 Winter Olympics,Bobsleigh,"Four, Men",99243
2002 Winter Olympics,Bobsleigh,"Two, Men",89398
2002 Winter Olympics,Bobsleigh,"Four, Men",101870
2002 Winter Olympics,Bobsleigh,"Two, Women",101654
2006 Winter Olympics,Bobsleigh,"Two, Men",101871
2006 Winter Olympics,Bobsleigh,"Four, Men",110998
2006 Winter Olympics,Bobsleigh,"Two, Women",110776
1992 Winter Olympics,Short Track Speed Skating,"1,000 metres, Men",87949
1992 Winter Olympics,Short Track Speed Skating,"5,000 metres Relay, Men",95507
1992 Winter Olympics,Short Track Speed Skating,"500 metres, Women",82899
1992 Winter Olympics,Short Track Speed Skating,"3,000 metres Relay, Women",80896
1994 Winter Olympics,Short Track Speed Skating,"500 metres, Men",84684
1994 Winter Olympics,Short Track Speed Skating,"1,000 metres, Men",87949
1994 Winter Olympics,Short Track Speed Skating,"5,000 metres Relay, Men",100263
1994 Winter Olympics,Short Track Speed Skating,"500 metres, Women",82899
1994 Winter Olympics,Short Track Speed Skating,"1,000 metres, Women",80843
1994 Winter Olympics,Short Track Speed Skating,"3,000 metres Relay, Women",81500
1998 Winter Olympics,Short Track Speed Skating,"500 metres, Men",100238
1998 Winter Olympics,Short Track Speed Skating,"1,000 metres, Men",100242
1998 Winter Olympics,Short Track Speed Skating,"5,000 metres Relay, Men",100247
1998 Winter Olympics,Short Track Speed Skating,"500 metres, Women",82067
1998 Winter Olympics,Short Track Speed Skating,"1,000 metres, Women",80843
1998 Winter Olympics,Short Track Speed Skating,"3,000 metres Relay, Women",80843
2002 Winter Olympics,Short Track Speed Skating,"500 metres, Men",85904
2002 Winter Olympics,Short Track Speed Skating,"1,000 metres, Men",84320
2002 Winter Olympics,Short Track Speed Skating,"1,500 metres, Men",101555
2002 Winter Olympics,Short Track Speed Skating,"5,000 metres Relay, Men",100243
2002 Winter Olympics,Short Track Speed Skating,"500 metres, Women",100218
2002 Winter Olympics,Short Track Speed Skating,"1,000 metres, Women",100218
2002 Winter Olympics,Short Track Speed Skating,"1,500 metres, Women",101409
2002 Winter Olympics,Short Track Speed Skating,"3,000 metres Relay, Women",101549
2006 Winter Olympics,Short Track Speed Skating,"500 metres, Men",101555
2006 Winter Olympics,Short Track Speed Skating,"1,000 metres, Men",101557
2006 Winter Olympics,Short Track Speed Skating,"1,500 metres, Men",101557
2006 Winter Olympics,Short Track Speed Skating,"5,000 metres Relay, Men",101557
2006 Winter Olympics,Short Track Speed Skating,"500 metres, Women",109921
2006 Winter Olympics,Short Track Speed Skating,"1,000 metres, Women",109934
2006 Winter Olympics,Short Track Speed Skating,"1,500 metres, Women",109934
2006 Winter Olympics,Short Track Speed Skating,"3,000 metres Relay, Women",110983
1924 Winter Olympics,Speed Skating,"500 metres, Men",87537
1924 Winter Olympics,Speed Skating,"1,500 metres, Men",98260
1924 Winter Olympics,Speed Skating,"5,000 metres, Men",98260
1924 Winter Olympics,Speed Skating,"10,000 metres, Men",97613
1924 Winter Olympics,Speed Skating,"Allround, Men",98260
1928 Winter Olympics,Speed Skating,"500 metres, Men",98260
1928 Winter Olympics,Speed Skating,"500 metres, Men",85582
1928 Winter Olympics,Speed Skating,"1,500 metres, Men",98260
1928 Winter Olympics,Speed Skating,"5,000 metres, Men",83820
1932 Winter Olympics,Speed Skating,"500 metres, Men",97475
1932 Winter Olympics,Speed Skating,"1,500 metres, Men",97475
1932 Winter Olympics,Speed Skating,"5,000 metres, Men",87432
1932 Winter Olympics,Speed Skating,"10,000 metres, Men",87432
1936 Winter Olympics,Speed Skating,"500 metres, Men",83820
1936 Winter Olympics,Speed Skating,"1,500 metres, Men",95227
1936 Winter Olympics,Speed Skating,"5,000 metres, Men",83820
1936 Winter Olympics,Speed Skating,"10,000 metres, Men",83820
1948 Winter Olympics,Speed Skating,"500 metres, Men",86569
1948 Winter Olympics,Speed Skating,"1,500 metres, Men",85630
1948 Winter Olympics,Speed Skating,"5,000 metres, Men",89613
1948 Winter Olympics,Speed Skating,"10,000 metres, Men",97456
1952 Winter Olympics,Speed Skating,"500 metres, Men",86590
1952 Winter Olympics,Speed Skating,"1,500 metres, Men",83598
1952 Winter Olympics,Speed Skating,"5,000 metres, Men",83598
1952 Winter Olympics,Speed Skating,"10,000 metres, Men",83598
1956 Winter Olympics,Speed Skating,"500 metres, Men",86236
1956 Winter Olympics,Speed Skating,"1,500 metres, Men",95436
1956 Winter Olympics,Speed Skating,"5,000 metres, Men",97493
1956 Winter Olympics,Speed Skating,"10,000 metres, Men",85537
1960 Winter Olympics,Speed Skating,"500 metres, Men",86236
1960 Winter Olympics,Speed Skating,"1,500 metres, Men",86236
1960 Winter Olympics,Speed Skating,"1,500 metres, Men",99337
1960 Winter Olympics,Speed Skating,"5,000 metres, Men",88540
1960 Winter Olympics,Speed Skating,"10,000 metres, Men",87553
1960 Winter Olympics,Speed Skating,"500 metres, Women",81348
1960 Winter Olympics,Speed Skating,"1,000 metres, Women",81214
1960 Winter Olympics,Speed Skating,"1,500 metres, Women",82395
1960 Winter Olympics,Speed Skating,"3,000 metres, Women",82395
1964 Winter Olympics,Speed Skating,"500 metres, Men",95299
1964 Winter Olympics,Speed Skating,"1,500 metres, Men",83658
1964 Winter Olympics,Speed Skating,"5,000 metres, Men",87553
1964 Winter Olympics,Speed Skating,"10,000 metres, Men",95858
1964 Winter Olympics,Speed Skating,"500 metres, Women",82395
1964 Winter Olympics,Speed Skating,"1,000 metres, Women",82395
1964 Winter Olympics,Speed Skating,"1,500 metres, Women",82395
1964 Winter Olympics,Speed Skating,"3,000 metres, Women",82395
1968 Winter Olympics,Speed Skating,"500 metres, Men",87862
1968 Winter Olympics,Speed Skating,"1,500 metres, Men",98618
1968 Winter Olympics,Speed Skating,"5,000 metres, Men",92057
1968 Winter Olympics,Speed Skating,"10,000 metres, Men",87290
1968 Winter Olympics,Speed Skating,"500 metres, Women",82872
1968 Winter Olympics,Speed Skating,"1,000 metres, Women",81129
1968 Winter Olympics,Speed Skating,"1,500 metres, Women",81890
1968 Winter Olympics,Speed Skating,"3,000 metres, Women",82315
1972 Winter Olympics,Speed Skating,"500 metres, Men",87862
1972 Winter Olympics,Speed Skating,"1,500 metres, Men",97231
1972 Winter Olympics,Speed Skating,"5,000 metres, Men",97231
1972 Winter Olympics,Speed Skating,"10,000 metres, Men",97231
1972 Winter Olympics,Speed Skating,"500 metres, Women",81283
1972 Winter Olympics,Speed Skating,"1,000 metres, Women",82084
1972 Winter Olympics,Speed Skating,"1,500 metres, Women",81312
1972 Winter Olympics,Speed Skating,"3,000 metres, Women",80777
1976 Winter Olympics,Speed Skating,"500 metres, Men",88699
1976 Winter Olympics,Speed Skating,"1,000 metres, Men",95623
1976 Winter Olympics,Speed Skating,"1,500 metres, Men",97882
1976 Winter Olympics,Speed Skating,"5,000 metres, Men",97827
1976 Winter Olympics,Speed Skating,"10,000 metres, Men",88020
1976 Winter Olympics,Speed Skating,"500 metres, Women",83093
1976 Winter Olympics,Speed Skating,"1,000 metres, Women",80567
1976 Winter Olympics,Speed Skating,"1,500 metres, Women",82458
1976 Winter Olympics,Speed Skating,"3,000 metres, Women",80567
1980 Winter Olympics,Speed Skating,"500 metres, Men",86551
1980 Winter Olympics,Speed Skating,"1,000 metres, Men",86551
1980 Winter Olympics,Speed Skating,"1,500 metres, Men",86551
1980 Winter Olympics,Speed Skating,"5,000 metres, Men",86551
1980 Winter Olympics,Speed Skating,"10,000 metres, Men",86551
1980 Winter Olympics,Speed Skating,"500 metres, Women",81028
1980 Winter Olympics,Speed Skating,"1,000 metres, Women",82078
1980 Winter Olympics,Speed Skating,"1,500 metres, Women",80701
1980 Winter Olympics,Speed Skating,"3,000 metres, Women",81395
1984 Winter Olympics,Speed Skating,"500 metres, Men",85770
1984 Winter Olympics,Speed Skating,"1,000 metres, Men",84286
1984 Winter Olympics,Speed Skating,"1,500 metres, Men",84286
1984 Winter Olympics,Speed Skating,"5,000 metres, Men",86323
1984 Winter Olympics,Speed Skating,"10,000 metres, Men",92090
1984 Winter Olympics,Speed Skating,"500 metres, Women",82229
1984 Winter Olympics,Speed Skating,"1,000 metres, Women",81028
1984 Winter Olympics,Speed Skating,"1,500 metres, Women",81028
1984 Winter Olympics,Speed Skating,"3,000 metres, Women",81847
1988 Winter Olympics,Speed Skating,"500 metres, Men",95409
1988 Winter Olympics,Speed Skating,"1,000 metres, Men",86305
1988 Winter Olympics,Speed Skating,"1,500 metres, Men",86700
1988 Winter Olympics,Speed Skating,"5,000 metres, Men",86323
1988 Winter Olympics,Speed Skating,"10,000 metres, Men",86323
1988 Winter Olympics,Speed Skating,"500 metres, Women",80673
1988 Winter Olympics,Speed Skating,"1,000 metres, Women",82229
1988 Winter Olympics,Speed Skating,"1,500 metres, Women",82921
1988 Winter Olympics,Speed Skating,"3,000 metres, Women",82921
1988 Winter Olympics,Speed Skating,"5,000 metres, Women",82921
1992 Winter Olympics,Speed Skating,"500 metres, Men",95409
1992 Winter Olympics,Speed Skating,"1,000 metres, Men",99251
1992 Winter Olympics,Speed Skating,"1,500 metres, Men",88548
1992 Winter Olympics,Speed Skating,"5,000 metres, Men",87796
1992 Winter Olympics,Speed Skating,"10,000 metres, Men",98602
1992 Winter Olympics,Speed Skating,"500 metres, Women",80673
1992 Winter Olympics,Speed Skating,"1,000 metres, Women",80673
1992 Winter Olympics,Speed Skating,"1,500 metres, Women",80776
1992 Winter Olympics,Speed Skating,"3,000 metres, Women",81514
1992 Winter Olympics,Speed Skating,"5,000 metres, Women",81514
1994 Winter Olympics,Speed Skating,"500 metres, Men",86125
1994 Winter Olympics,Speed Skating,"1,000 metres, Men",87473
1994 Winter Olympics,Speed Skating,"1,500 metres, Men",88548
1994 Winter Olympics,Speed Skating,"5,000 metres, Men",88548
1994 Winter Olympics,Speed Skating,"10,000 metres, Men",88548
1994 Winter Olympics,Speed Skating,"500 metres, Women",80673
1994 Winter Olympics,Speed Skating,"1,000 metres, Women",80673
1994 Winter Olympics,Speed Skating,"1,500 metres, Women",81329
1994 Winter Olympics,Speed Skating,"3,000 metres, Women",80609
1994 Winter Olympics,Speed Skating,"5,000 metres, Women",82053
1998 Winter Olympics,Speed Skating,"500 metres, Men",97498
1998 Winter Olympics,Speed Skating,"1,000 metres, Men",99359
1998 Winter Olympics,Speed Skating,"1,500 metres, Men",98094
1998 Winter Olympics,Speed Skating,"5,000 metres, Men",99378
1998 Winter Olympics,Speed Skating,"10,000 metres, Men",99378
1998 Winter Olympics,Speed Skating,"500 metres, Women",81655
1998 Winter Olympics,Speed Skating,"1,000 metres, Women",99388
1998 Winter Olympics,Speed Skating,"1,500 metres, Women",99388
1998 Winter Olympics,Speed Skating,"3,000 metres, Women",81514
1998 Winter Olympics,Speed Skating,"5,000 metres, Women",82053
2002 Winter Olympics,Speed Skating,"500 metres, Men",99344
2002 Winter Olympics,Speed Skating,"1,000 metres, Men",98555
2002 Winter Olympics,Speed Skating,"1,500 metres, Men",100952
2002 Winter Olympics,Speed Skating,"5,000 metres, Men",100951
2002 Winter Olympics,Speed Skating,"10,000 metres, Men",100951
2002 Winter Olympics,Speed Skating,"500 metres, Women",81655
2002 Winter Olympics,Speed Skating,"1,000 metres, Women",83054
2002 Winter Olympics,Speed Skating,"1,500 metres, Women",99411
2002 Winter Olympics,Speed Skating,"3,000 metres, Women",82053
2002 Winter Olympics,Speed Skating,"5,000 metres, Women",82053
2006 Winter Olympics,Speed Skating,"500 metres, Men",101360
2006 Winter Olympics,Speed Skating,"1,000 metres, Men",109684
2006 Winter Olympics,Speed Skating,"1,500 metres, Men",100957
2006 Winter Olympics,Speed Skating,"5,000 metres, Men",109682
2006 Winter Olympics,Speed Skating,"10,000 metres, Men",99379
2006 Winter Olympics,Speed Skating,"Team Pursuit (8 laps), Men",100959
2006 Winter Olympics,Speed Skating,"500 metres, Women",80719
2006 Winter Olympics,Speed Skating,"1,000 metres, Women",99388
2006 Winter Olympics,Speed Skating,"1,500 metres, Women",100967
2006 Winter Olympics,Speed Skating,"3,000 metres, Women",109767
2006 Winter Olympics,Speed Skating,"5,000 metres, Women",13139
2006 Winter Olympics,Speed Skating,"Team Pursuit (6 laps), Women",110373
1936 Winter Olympics,Alpine Skiing,"Combined, Men",96409
1936 Winter Olympics,Alpine Skiing,"Combined, Women",80885
1948 Winter Olympics,Alpine Skiing,"Downhill, Men",96081
1948 Winter Olympics,Alpine Skiing,"Slalom, Men",96776
1948 Winter Olympics,Alpine Skiing,"Combined, Men",96081
1948 Winter Olympics,Alpine Skiing,"Downhill, Women",82293
1948 Winter Olympics,Alpine Skiing,"Slalom, Women",81086
1948 Winter Olympics,Alpine Skiing,"Combined, Women",80622
1952 Winter Olympics,Alpine Skiing,"Downhill, Men",84837
1952 Winter Olympics,Alpine Skiing,"Giant Slalom, Men",85544
1952 Winter Olympics,Alpine Skiing,"Slalom, Men",97300
1952 Winter Olympics,Alpine Skiing,"Downhill, Women",80622
1952 Winter Olympics,Alpine Skiing,"Giant Slalom, Women",81799
1952 Winter Olympics,Alpine Skiing,"Slalom, Women",81799
1956 Winter Olympics,Alpine Skiing,"Downhill, Men",97080
1956 Winter Olympics,Alpine Skiing,"Giant Slalom, Men",97080
1956 Winter Olympics,Alpine Skiing,"Slalom, Men",97080
1956 Winter Olympics,Alpine Skiing,"Downhill, Women",80647
1956 Winter Olympics,Alpine Skiing,"Giant Slalom, Women",82172
1956 Winter Olympics,Alpine Skiing,"Slalom, Women",80868
1960 Winter Olympics,Alpine Skiing,"Downhill, Men",98736
1960 Winter Olympics,Alpine Skiing,"Giant Slalom, Men",97777
1960 Winter Olympics,Alpine Skiing,"Slalom, Men",86655
1960 Winter Olympics,Alpine Skiing,"Downhill, Women",80655
1960 Winter Olympics,Alpine Skiing,"Giant Slalom, Women",82239
1960 Winter Olympics,Alpine Skiing,"Slalom, Women",81273
1964 Winter Olympics,Alpine Skiing,"Downhill, Men",99240
1964 Winter Olympics,Alpine Skiing,"Giant Slalom, Men",84244
1964 Winter Olympics,Alpine Skiing,"Slalom, Men",97851
1964 Winter Olympics,Alpine Skiing,"Downhill, Women",81346
1964 Winter Olympics,Alpine Skiing,"Giant Slalom, Women",81161
1964 Winter Olympics,Alpine Skiing,"Slalom, Women",81160
1968 Winter Olympics,Alpine Skiing,"Downhill, Men",87932
1968 Winter Olympics,Alpine Skiing,"Giant Slalom, Men",87932
1968 Winter Olympics,Alpine Skiing,"Slalom, Men",87932
1968 Winter Olympics,Alpine Skiing,"Downhill, Women",82022
1968 Winter Olympics,Alpine Skiing,"Giant Slalom, Women",81195
1968 Winter Olympics,Alpine Skiing,"Slalom, Women",81161
1972 Winter Olympics,Alpine Skiing,"Downhill, Men",97014
1972 Winter Olympics,Alpine Skiing,"Giant Slalom, Men",98263
1972 Winter Olympics,Alpine Skiing,"Slalom, Men",85681
1972 Winter Olympics,Alpine Skiing,"Downhill, Women",81902
1972 Winter Olympics,Alpine Skiing,"Giant Slalom, Women",81902
1972 Winter Olympics,Alpine Skiing,"Slalom, Women",80863
1976 Winter Olympics,Alpine Skiing,"Downhill, Men",88010
1976 Winter Olympics,Alpine Skiing,"Giant Slalom, Men",86579
1976 Winter Olympics,Alpine Skiing,"Slalom, Men",86241
1976 Winter Olympics,Alpine Skiing,"Downhill, Women",81850
1976 Winter Olympics,Alpine Skiing,"Giant Slalom, Women",81567
1976 Winter Olympics,Alpine Skiing,"Slalom, Women",81850
1980 Winter Olympics,Alpine Skiing,"Downhill, Men",97861
1980 Winter Olympics,Alpine Skiing,"Slalom, Men",97826
1980 Winter Olympics,Alpine Skiing,"Giant Slalom, Men",97826
1980 Winter Olympics,Alpine Skiing,"Downhill, Women",82134
1980 Winter Olympics,Alpine Skiing,"Slalom, Women",83027
1980 Winter Olympics,Alpine Skiing,"Giant Slalom, Women",83027
1984 Winter Olympics,Alpine Skiing,"Downhill, Men",87613
1984 Winter Olympics,Alpine Skiing,"Giant Slalom, Men",87666
1984 Winter Olympics,Alpine Skiing,"Slalom, Men",92052
1984 Winter Olympics,Alpine Skiing,"Downhill, Women",81059
1984 Winter Olympics,Alpine Skiing,"Giant Slalom, Women",80552
1984 Winter Olympics,Alpine Skiing,"Slalom, Women",81742
1988 Winter Olympics,Alpine Skiing,"Downhill, Men",99283
1988 Winter Olympics,Alpine Skiing,"Super G, Men",96419
1988 Winter Olympics,Alpine Skiing,"Giant Slalom, Men",98310
1988 Winter Olympics,Alpine Skiing,"Slalom, Men",98310
1988 Winter Olympics,Alpine Skiing,"Combined, Men",97903
1988 Winter Olympics,Alpine Skiing,"Downhill, Women",81480
1988 Winter Olympics,Alpine Skiing,"Super G, Women",83058
1988 Winter Olympics,Alpine Skiing,"Giant Slalom, Women",82306
1988 Winter Olympics,Alpine Skiing,"Slalom, Women",82306
1988 Winter Olympics,Alpine Skiing,"Combined, Women",82974
1992 Winter Olympics,Alpine Skiing,"Downhill, Men",96093
1992 Winter Olympics,Alpine Skiing,"Super G, Men",99335
1992 Winter Olympics,Alpine Skiing,"Giant Slalom, Men",98310
1992 Winter Olympics,Alpine Skiing,"Slalom, Men",87433
1992 Winter Olympics,Alpine Skiing,"Combined, Men",96516
1992 Winter Olympics,Alpine Skiing,"Downhill, Women",81647
1992 Winter Olympics,Alpine Skiing,"Super G, Women",80870
1992 Winter Olympics,Alpine Skiing,"Giant Slalom, Women",83038
1992 Winter Olympics,Alpine Skiing,"Slalom, Women",81574
1992 Winter Olympics,Alpine Skiing,"Combined, Women",81574
1994 Winter Olympics,Alpine Skiing,"Downhill, Men",95516
1994 Winter Olympics,Alpine Skiing,"Super G, Men",98834
1994 Winter Olympics,Alpine Skiing,"Giant Slalom, Men",98834
1994 Winter Olympics,Alpine Skiing,"Slalom, Men",97765
1994 Winter Olympics,Alpine Skiing,"Combined, Men",88005
1994 Winter Olympics,Alpine Skiing,"Downhill, Women",82343
1994 Winter Olympics,Alpine Skiing,"Super G, Women",82213
1994 Winter Olympics,Alpine Skiing,"Giant Slalom, Women",80870
1994 Winter Olympics,Alpine Skiing,"Slalom, Women",82306
1994 Winter Olympics,Alpine Skiing,"Combined, Women",83038
1998 Winter Olympics,Alpine Skiing,"Downhill, Men",84901
1998 Winter Olympics,Alpine Skiing,"Super G, Men",99494
1998 Winter Olympics,Alpine Skiing,"Giant Slalom, Men",99494
1998 Winter Olympics,Alpine Skiing,"Slalom, Men",99508
1998 Winter Olympics,Alpine Skiing,"Combined, Men",99528
1998 Winter Olympics,Alpine Skiing,"Downhill, Women",82343
1998 Winter Olympics,Alpine Skiing,"Super G, Women",82474
1998 Winter Olympics,Alpine Skiing,"Giant Slalom, Women",80870
1998 Winter Olympics,Alpine Skiing,"Slalom, Women",81135
1998 Winter Olympics,Alpine Skiing,"Combined, Women",82343
2002 Winter Olympics,Alpine Skiing,"Downhill, Men",99487
2002 Winter Olympics,Alpine Skiing,"Super G, Men",99335
2002 Winter Olympics,Alpine Skiing,"Giant Slalom, Men",85391
2002 Winter Olympics,Alpine Skiing,"Slalom, Men",101815
2002 Winter Olympics,Alpine Skiing,"Combined, Men",99335
2002 Winter Olympics,Alpine Skiing,"Downhill, Women",99426
2002 Winter Olympics,Alpine Skiing,"Super G, Women",101285
2002 Winter Olympics,Alpine Skiing,"Giant Slalom, Women",99432
2002 Winter Olympics,Alpine Skiing,"Slalom, Women",99432
2002 Winter Olympics,Alpine Skiing,"Combined, Women",99432
2006 Winter Olympics,Alpine Skiing,"Downhill, Men",101053
2006 Winter Olympics,Alpine Skiing,"Super G, Men",99335
2006 Winter Olympics,Alpine Skiing,"Giant Slalom, Men",101751
2006 Winter Olympics,Alpine Skiing,"Slalom, Men",101751
2006 Winter Olympics,Alpine Skiing,"Combined, Men",110095
2006 Winter Olympics,Alpine Skiing,"Downhill, Women",99428
2006 Winter Olympics,Alpine Skiing,"Super G, Women",99428
2006 Winter Olympics,Alpine Skiing,"Giant Slalom, Women",101440
2006 Winter Olympics,Alpine Skiing,"Slalom, Women",101719
2006 Winter Olympics,Alpine Skiing,"Combined, Women",99432
1960 Winter Olympics,Biathlon,"20 kilometres, Men",89583
1964 Winter Olympics,Biathlon,"20 kilometres, Men",95364
1968 Winter Olympics,Biathlon,"20 kilometres, Men",97681
1968 Winter Olympics,Biathlon,"4 × 7.5 kilometres Relay, Men",96655
1972 Winter Olympics,Biathlon,"20 kilometres, Men",97681
1972 Winter Olympics,Biathlon,"4 × 7.5 kilometres Relay, Men",84515
1976 Winter Olympics,Biathlon,"20 kilometres, Men",88660
1976 Winter Olympics,Biathlon,"4 × 7.5 kilometres Relay, Men",84515
1980 Winter Olympics,Biathlon,"10 kilometres Sprint, Men",98475
1980 Winter Olympics,Biathlon,"20 kilometres, Men",83572
1980 Winter Olympics,Biathlon,"4 × 7.5 kilometres Relay, Men",83855
1984 Winter Olympics,Biathlon,"10 kilometres Sprint, Men",88745
1984 Winter Olympics,Biathlon,"20 kilometres, Men",83647
1984 Winter Olympics,Biathlon,"4 × 7.5 kilometres Relay, Men",98582
1988 Winter Olympics,Biathlon,"10 kilometres Sprint, Men",97058
1988 Winter Olympics,Biathlon,"20 kilometres, Men",97058
1988 Winter Olympics,Biathlon,"4 × 7.5 kilometres Relay, Men",95344
1992 Winter Olympics,Biathlon,"10 kilometres Sprint, Men",87980
1992 Winter Olympics,Biathlon,"20 kilometres, Men",96759
1992 Winter Olympics,Biathlon,"4 × 7.5 kilometres Relay, Men",86249
1992 Winter Olympics,Biathlon,"7.5 kilometres Sprint, Women",82183
1992 Winter Olympics,Biathlon,"15 kilometres, Women",81845
1992 Winter Olympics,Biathlon,"3 × 7.5 kilometres Relay, Women",80728
1994 Winter Olympics,Biathlon,"10 kilometres Sprint, Men",84718
1994 Winter Olympics,Biathlon,"20 kilometres, Men",98167
1994 Winter Olympics,Biathlon,"4 × 7.5 kilometres Relay, Men",87980
1994 Winter Olympics,Biathlon,"7.5 kilometres Sprint, Women",80617
1994 Winter Olympics,Biathlon,"15 kilometres, Women",80617
1994 Winter Olympics,Biathlon,"4 × 7.5 kilometres Relay, Women",82536
1998 Winter Olympics,Biathlon,"10 kilometres Sprint, Men",84154
1998 Winter Olympics,Biathlon,"20 kilometres, Men",86432
1998 Winter Olympics,Biathlon,"4 × 7.5 kilometres Relay, Men",86249
1998 Winter Olympics,Biathlon,"7.5 kilometres Sprint, Women",99551
1998 Winter Olympics,Biathlon,"15 kilometres, Women",80903
1998 Winter Olympics,Biathlon,"4 × 7.5 kilometres Relay, Women",99563
2002 Winter Olympics,Biathlon,"10 kilometres Sprint, Men",84154
2002 Winter Olympics,Biathlon,"20 kilometres, Men",84154
2002 Winter Olympics,Biathlon,"12.5 kilometres Pursuit, Men",84154
2002 Winter Olympics,Biathlon,"4 × 7.5 kilometres Relay, Men",86432
2002 Winter Olympics,Biathlon,"7.5 kilometres Sprint, Women",100035
2002 Winter Olympics,Biathlon,"15 kilometres, Women",101160
2002 Winter Olympics,Biathlon,"10 kilometres Pursuit, Women",101161
2002 Winter Olympics,Biathlon,"4 × 7.5 kilometres Relay, Women",99552
2006 Winter Olympics,Biathlon,"10 kilometres Sprint, Men",85733
2006 Winter Olympics,Biathlon,"20 kilometres, Men",101373
2006 Winter Olympics,Biathlon,"12.5 kilometres Pursuit, Men",101200
2006 Winter Olympics,Biathlon,"15 kilometres Mass Start, Men",101373
2006 Winter Olympics,Biathlon,"4 × 7.5 kilometres Relay, Men",101373
2006 Winter Olympics,Biathlon,"7.5 kilometres Sprint, Women",99570
2006 Winter Olympics,Biathlon,"15 kilometres, Women",101164
